2014-08-11 17:55:42,778 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - OnStopRequested: serverid=df618768-538b-4d8e-8d14-31bf7186fda9
2014-08-13 19:23:30,145 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=4), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:23:30,146 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:23:30,170 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:41:44,368 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=4, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:41:59,377 [19] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:41:59,416 [6] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=6), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:41:59,417 [6] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:41:59,500 [30] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:42:02,099 [8] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=6, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:42:17,103 [19] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:42:17,108 [25] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=8), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:42:17,109 [25] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 19:42:17,132 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:02:10,957 [4] INFO  Photon.LoadBalancing.LoadShedding.FeedbackController [(null)] - Transit CpuUsage from Lowest to Low with input 35
2014-08-13 20:02:10,958 [4] INFO  Photon.LoadBalancing.LoadShedding.WorkloadController [(null)] - FeedbackLevel changed: old=Lowest, new=Low
2014-08-13 20:13:14,023 [26] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=8, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:13:29,035 [32] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:13:29,044 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=11), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:13:29,045 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:13:29,082 [25] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:28:54,282 [30] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=11, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:29:09,285 [25] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:29:09,346 [22] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=13), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:29:09,348 [22] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:29:09,444 [35] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:39:54,140 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=13, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:40:09,150 [15] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:40:09,169 [29] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=15), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:40:09,170 [26] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 20:40:09,254 [34] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 22:19:22,863 [33] INFO  Photon.LoadBalancing.LoadShedding.FeedbackController [(null)] - Transit CpuUsage from Low to Lowest with input 20
2014-08-13 22:19:22,876 [33] INFO  Photon.LoadBalancing.LoadShedding.WorkloadController [(null)] - FeedbackLevel changed: old=Low, new=Lowest
2014-08-13 23:49:33,195 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=15, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:49:48,206 [11] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:49:48,239 [33] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=16), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:49:48,240 [26] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:49:48,312 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:50:34,904 [26] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=16, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:50:49,904 [28] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:50:49,936 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=18), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:50:49,937 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:50:50,004 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:53:18,762 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=18, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:53:33,768 [33] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:53:33,774 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=21), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:53:33,774 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-13 23:53:33,796 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:05:48,683 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=21, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:06:03,680 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:06:03,686 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=23), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:06:03,687 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:06:03,713 [25] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:08:34,621 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=23, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:08:49,618 [25] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:08:49,650 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=24), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:08:49,651 [8] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:08:49,719 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:10:17,035 [30] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=24, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:10:32,037 [19] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:10:32,070 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=26), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:10:32,071 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:10:32,141 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:11:05,181 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=26, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:11:20,192 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:11:20,198 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=28), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:11:20,199 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 00:11:20,224 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:48:38,848 [6] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=28, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:48:53,852 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:48:53,887 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=30), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:48:53,888 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:48:53,962 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:49:27,102 [24] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=30, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:49:42,104 [10] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:49:42,147 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=32), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:49:42,148 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:49:42,218 [27] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:49:56,051 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=32, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:50:11,059 [24] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:50:11,067 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=35), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:50:11,076 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:50:11,091 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:51:50,093 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=35, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:52:05,098 [11] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:52:05,107 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=36), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:52:05,110 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 22:52:05,171 [6] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:07:55,192 [26] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=36, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:08:10,195 [18] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:08:10,229 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=39), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:08:10,230 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:08:10,299 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:11:33,768 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=39, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:11:48,769 [11] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:11:48,808 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=40), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:11:48,809 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-14 23:11:48,879 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:34:41,932 [24] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=40, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:34:56,930 [15] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:34:56,965 [33] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=43), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:34:56,966 [33] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:34:57,039 [24] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:35:05,357 [24] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master closed (id=43, reason=ClientDisconnect, detail=), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:35:20,362 [33] INFO  Photon.LoadBalancing.GameServer.GameApplication [(null)] - Connecting to master at 127.0.0.1:4520, serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:35:20,369 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - connection to master at 127.0.0.1:4520 established (id=45), serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:35:20,369 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Registering game server with address 192.168.1.7, TCP 4531, UDP 5056, WebSocket 9091, ServerID dd4de142-103d-428f-a2e0-7b87c9e9b7b1
2014-08-15 00:35:20,393 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer [(null)] - Successfully registered at master server: serverId=dd4de142-103d-428f-a2e0-7b87c9e9b7b1
